N,P,K,temperature,humidity,ph,rainfall,label
68.0,46.0,35.0,26.23,63.47,6.84,59.55,maize
105.0,14.0,54.0,28.81,92.65,6.6,52.45,muskmelon
20.0,70.0,90.0,18.16,14.82,6.11,63.52,chickpea
18.0,19.0,22.0,16.56,80.89,6.25,74.36,grapes
22.0,22.0,35.0,28.04,92.33,7.78,143.98,coconut
113.0,33.0,32.0,26.05,63.7,7.0,177.8,coffee
102.0,28.0,30.0,24.07,59.26,6.06,180.4,coffee
108.0,43.0,23.0,23.44,77.99,5.82,101.74,cotton
74.0,38.0,46.0,21.13,88.02,5.61,298.03,rice
16.0,21.0,17.0,13.5,91.19,7.3,106.03,orange
17.0,19.0,21.0,20.44,81.63,5.77,74.79,grapes
18.0,17.0,21.0,17.31,83.56,7.26,72.42,grapes
22.0,87.0,19.0,25.25,18.37,5.41,123.35,pigeonpeas
104.0,43.0,42.0,18.67,65.37,5.8,123.74,maize
108.0,82.0,57.0,26.62,72.47,6.89,131.37,banana
38.0,76.0,72.0,15.66,15.83,5.92,74.2,chickpea
90.0,80.0,56.0,26.87,81.12,5.74,104.56,banana
34.0,55.0,25.0,30.77,88.48,7.46,171.4,mungbean
19.0,17.0,15.0,14.8,95.13,6.93,111.07,orange
105.0,16.0,53.0,29.5,84.98,6.95,44.55,watermelon
51.0,63.0,48.0,37.41,89.33,7.01,157.35,papaya
17.0,88.0,23.0,18.88,62.87,6.04,68.75,lentil
18.0,25.0,11.0,12.36,92.83,6.53,116.85,orange
23.0,21.0,20.0,13.71,82.49,5.58,82.86,grapes
16.0,81.0,31.0,26.2,14.69,6.08,173.06,pigeonpeas
96.0,40.0,41.0,20.75,85.78,5.55,219.84,rice
20.0,56.0,23.0,26.85,51.47,6.88,68.87,mothbeans
25.0,126.0,34.0,21.28,21.4,6.49,144.92,kidneybeans
23.0,25.0,32.0,25.13,91.79,7.84,76.72,coconut
18.0,17.0,19.0,18.12,95.72,5.84,104.39,pomegranate
45.0,64.0,27.0,27.65,73.41,6.24,163.14,blackgram
29.0,59.0,29.0,31.62,84.45,6.37,130.23,mungbean
20.0,80.0,62.0,17.76,19.66,5.61,91.97,chickpea
29.0,78.0,33.0,25.08,14.9,5.82,170.91,pigeonpeas
36.0,93.0,91.0,20.74,21.65,5.84,55.46,chickpea
22.0,42.0,28.0,29.45,83.65,6.76,128.73,mungbean
22.0,24.0,17.0,23.51,96.15,7.46,188.03,pomegranate
16.0,53.0,28.0,26.14,90.12,7.31,191.43,mungbean
11.0,135.0,23.0,20.17,23.81,5.6,132.42,kidneybeans
17.0,19.0,23.0,20.79,93.38,7.49,139.91,pomegranate
110.0,32.0,28.0,23.51,58.97,6.13,179.47,coffee
89.0,73.0,62.0,29.11,80.89,6.88,105.36,banana
12.0,101.0,24.0,19.04,61.37,6.51,35.69,lentil
99.0,18.0,53.0,28.73,85.3,6.54,44.11,watermelon
101.0,71.0,51.0,30.73,72.8,6.71,109.19,banana
27.0,23.0,33.0,25.51,95.68,6.09,85.71,coconut
19.0,86.0,20.0,16.74,69.58,7.21,40.37,lentil
20.0,13.0,18.0,24.54,55.96,6.23,100.95,mango
12.0,104.0,31.0,16.27,63.99,5.84,41.46,lentil
105.0,30.0,27.0,27.68,58.41,6.41,165.49,coffee
82.0,56.0,42.0,21.07,80.29,6.63,243.05,rice
43.0,60.0,18.0,24.47,64.58,5.39,113.05,blackgram
30.0,51.0,19.0,26.84,52.65,4.38,95.76,mothbeans
16.0,17.0,19.0,18.23,83.12,5.98,75.07,grapes
103.0,11.0,45.0,32.44,92.46,6.67,42.53,muskmelon
107.0,30.0,29.0,27.44,58.68,6.4,182.91,coffee
95.0,9.0,54.0,33.69,88.57,6.89,40.78,muskmelon
93.0,60.0,46.0,21.37,82.72,5.53,287.14,rice
34.0,59.0,29.0,25.76,66.58,6.96,158.8,blackgram
33.0,59.0,15.0,25.53,84.5,7.07,188.83,mungbean
22.0,41.0,18.0,30.46,84.01,6.3,147.45,mungbean
29.0,64.0,18.0,31.0,54.37,4.38,53.36,mothbeans
86.0,70.0,50.0,29.75,74.31,6.02,188.78,banana
13.0,89.0,23.0,18.09,62.81,7.44,36.9,lentil
29.0,118.0,21.0,21.19,19.96,5.95,111.63,kidneybeans
112.0,27.0,32.0,26.91,60.96,6.38,215.78,coffee
4.0,136.0,197.0,23.28,92.82,6.78,126.84,apple
110.0,17.0,53.0,25.17,88.0,6.33,40.28,watermelon
25.0,21.0,13.0,12.62,91.72,7.08,101.7,orange
106.0,10.0,55.0,28.78,86.13,6.15,63.56,watermelon
19.0,23.0,25.0,20.63,91.93,7.19,142.69,pomegranate
28.0,49.0,17.0,30.81,48.57,6.91,92.13,mothbeans
17.0,65.0,29.0,25.31,49.99,3.85,63.59,mothbeans
106.0,33.0,34.0,26.02,67.24,6.31,172.86,coffee
19.0,25.0,18.0,13.25,91.02,6.76,110.58,orange
21.0,17.0,22.0,29.33,55.71,6.68,142.1,mango
24.0,17.0,36.0,28.13,90.14,6.83,136.43,coconut
19.0,20.0,33.0,27.05,96.68,6.14,82.96,coconut
25.0,25.0,33.0,28.19,94.61,6.45,180.74,coconut
20.0,96.0,20.0,21.54,15.11,6.72,140.0,pigeonpeas
82.0,45.0,44.0,22.46,60.47,7.49,92.62,maize
88.0,51.0,41.0,22.35,88.09,6.72,280.06,rice
60.0,50.0,56.0,29.04,79.48,6.97,240.69,jute
26.0,77.0,28.0,20.48,21.18,5.24,126.23,pigeonpeas
89.0,57.0,45.0,24.26,81.07,6.17,229.89,rice
106.0,27.0,25.0,27.35,65.07,6.1,216.41,coffee
14.0,94.0,15.0,21.41,64.14,6.04,39.31,lentil
25.0,18.0,30.0,27.55,94.04,5.41,100.24,coconut
27.0,23.0,35.0,25.86,94.83,6.59,197.81,coconut
19.0,18.0,17.0,19.08,84.78,6.33,84.05,grapes
43.0,74.0,30.0,24.42,73.26,7.16,133.25,blackgram
12.0,89.0,21.0,20.22,66.64,6.26,62.38,lentil
108.0,30.0,34.0,18.08,67.95,7.3,74.35,maize
16.0,122.0,32.0,21.96,23.34,6.06,109.76,kidneybeans
22.0,11.0,21.0,25.99,51.32,6.09,113.13,mango
28.0,126.0,19.0,21.45,23.32,5.79,136.87,kidneybeans
20.0,23.0,37.0,28.18,90.85,7.69,174.06,coconut
16.0,16.0,19.0,21.16,83.46,7.24,72.33,grapes
17.0,18.0,17.0,22.31,95.7,6.42,171.41,pomegranate
91.0,77.0,64.0,28.11,79.55,6.5,126.55,banana
3.0,137.0,202.0,21.23,94.6,6.96,118.18,apple
109.0,41.0,21.0,28.71,82.53,7.6,99.95,cotton
96.0,13.0,53.0,24.91,88.12,6.24,66.02,watermelon
109.0,80.0,63.0,29.95,79.22,5.17,122.0,banana
23.0,94.0,23.0,16.57,64.26,6.57,31.01,lentil
51.0,62.0,51.0,35.97,95.06,7.25,153.59,papaya
16.0,21.0,20.0,23.63,89.23,5.92,102.95,pomegranate
107.0,8.0,55.0,28.64,93.48,6.53,24.57,muskmelon
23.0,24.0,37.0,27.22,94.06,6.25,131.18,coconut
18.0,15.0,19.0,29.67,53.23,6.11,154.26,mango
38.0,65.0,18.0,29.3,72.79,5.64,136.86,blackgram
85.0,77.0,53.0,27.44,79.64,5.19,135.12,banana
17.0,25.0,15.0,14.17,90.11,6.53,114.86,orange
31.0,45.0,16.0,25.92,90.59,7.02,125.32,mungbean
49.0,58.0,47.0,33.96,92.05,6.66,152.95,papaya
21.0,64.0,25.0,24.67,55.63,5.18,53.44,mothbeans
110.0,49.0,41.0,26.42,65.42,6.75,58.91,maize
33.0,86.0,26.0,21.75,16.75,6.7,144.74,pigeonpeas
99.0,28.0,26.0,25.05,56.13,6.75,228.77,coffee
42.0,75.0,26.0,31.24,61.25,5.48,133.06,blackgram
25.0,17.0,37.0,26.71,97.57,5.22,135.78,coconut
19.0,16.0,11.0,12.72,92.21,6.33,110.55,orange
22.0,110.0,20.0,19.37,65.2,6.09,30.69,lentil
50.0,67.0,23.0,25.8,63.86,6.2,127.55,blackgram
104.0,12.0,51.0,29.91,88.03,6.56,43.43,muskmelon
30.0,73.0,19.0,25.82,64.19,5.32,147.94,blackgram
53.0,57.0,52.0,36.98,88.5,7.5,159.75,papaya
34.0,71.0,31.0,27.89,64.48,6.6,121.61,blackgram
18.0,22.0,19.0,22.06,92.76,7.49,172.89,pomegranate
22.0,19.0,31.0,25.74,90.03,7.91,192.94,coconut
17.0,48.0,25.0,29.14,54.83,6.78,84.6,mothbeans
82.0,56.0,52.0,26.45,86.59,6.54,277.38,rice
95.0,35.0,27.0,26.32,61.52,6.06,197.22,coffee
17.0,48.0,27.0,28.93,47.45,5.68,65.45,mothbeans
32.0,88.0,24.0,26.67,19.75,6.86,142.21,pigeonpeas
74.0,44.0,52.0,29.55,79.37,6.15,196.86,jute
22.0,24.0,15.0,12.71,97.46,6.72,111.22,orange
104.0,43.0,36.0,26.16,72.23,7.19,141.89,maize
79.0,42.0,38.0,20.45,88.65,6.72,299.96,rice
17.0,16.0,9.0,12.56,92.57,6.63,119.65,orange
58.0,81.0,70.0,20.01,19.44,5.63,63.74,chickpea
66.0,54.0,59.0,25.69,75.12,6.22,223.67,jute
98.0,13.0,54.0,30.71,93.78,6.2,25.84,muskmelon
68.0,49.0,46.0,24.98,76.44,7.28,188.11,jute
52.0,78.0,82.0,19.33,14.35,5.78,72.28,chickpea
23.0,16.0,20.0,22.18,93.87,7.17,107.23,pomegranate
24.0,25.0,38.0,29.29,90.51,7.86,151.58,coconut
18.0,21.0,19.0,17.23,80.25,6.49,70.92,grapes
18.0,110.0,17.0,19.26,18.58,5.77,149.37,kidneybeans
103.0,17.0,49.0,29.59,94.82,6.2,22.28,muskmelon
16.0,96.0,22.0,22.41,67.84,7.03,62.52,lentil
23.0,17.0,19.0,8.4,80.69,5.85,66.09,grapes
17.0,49.0,22.0,24.66,48.96,6.8,98.82,mothbeans
106.0,26.0,30.0,26.96,56.22,6.89,207.83,coffee
16.0,134.0,197.0,22.94,94.96,6.43,101.07,apple
97.0,88.0,58.0,28.33,80.55,5.94,186.86,banana
94.0,40.0,35.0,24.45,89.36,6.54,235.51,rice
23.0,17.0,35.0,28.52,92.86,7.64,155.5,coconut
22.0,21.0,30.0,25.39,90.2,5.75,86.45,coconut
110.0,14.0,46.0,26.86,87.19,6.26,39.79,muskmelon
27.0,22.0,35.0,27.99,91.62,6.28,161.99,coconut
34.0,58.0,18.0,25.85,82.85,7.38,119.36,mungbean
101.0,75.0,56.0,28.73,73.38,6.18,131.48,banana
40.0,63.0,23.0,25.85,62.05,5.49,104.15,blackgram
111.0,17.0,53.0,28.05,90.87,6.91,31.22,muskmelon
24.0,20.0,14.0,11.97,93.75,7.36,118.61,orange
22.0,22.0,18.0,10.38,82.9,6.47,79.58,grapes
15.0,97.0,32.0,25.2,15.34,5.24,105.41,pigeonpeas
32.0,74.0,23.0,20.28,17.59,6.16,145.67,pigeonpeas
23.0,98.0,80.0,19.09,20.49,6.92,66.61,chickpea
84.0,77.0,53.0,28.58,81.29,6.75,113.45,banana
94.0,79.0,53.0,28.56,81.45,6.1,195.32,banana
21.0,58.0,17.0,30.58,49.35,5.78,70.26,mothbeans
17.0,96.0,34.0,21.24,19.78,5.08,132.43,pigeonpeas
88.0,58.0,51.0,21.22,85.76,6.41,213.62,rice
32.0,73.0,89.0,23.17,15.45,6.13,95.1,chickpea
94.0,85.0,54.0,26.59,73.99,5.85,175.55,banana
49.0,64.0,50.0,36.79,93.87,7.01,132.5,papaya
98.0,32.0,28.0,24.78,69.11,6.24,159.5,coffee
79.0,49.0,41.0,23.7,87.47,5.56,187.87,rice
102.0,11.0,55.0,27.13,83.41,6.22,54.46,watermelon
17.0,51.0,27.0,27.77,49.27,4.08,66.64,mothbeans
22.0,19.0,9.0,13.57,91.74,6.26,107.17,orange
84.0,78.0,46.0,25.69,76.16,5.61,192.55,banana
63.0,41.0,33.0,26.9,86.23,6.0,159.53,rice
22.0,23.0,15.0,13.15,93.42,7.35,113.02,orange
79.0,45.0,45.0,19.59,67.2,5.77,125.14,maize
48.0,62.0,22.0,27.07,72.55,6.63,146.06,blackgram
40.0,64.0,31.0,30.57,68.32,5.45,135.08,blackgram
21.0,21.0,22.0,20.98,88.32,6.72,171.62,pomegranate
89.0,52.0,49.0,27.44,81.46,6.14,243.0,jute
66.0,49.0,57.0,25.39,70.38,6.98,155.35,jute
18.0,19.0,29.0,28.96,95.9,7.71,104.55,coconut
125.0,43.0,20.0,24.57,77.6,7.14,62.45,cotton
108.0,85.0,54.0,28.99,78.93,6.18,187.87,banana
25.0,16.0,13.0,12.74,90.74,6.57,106.34,orange
20.0,21.0,33.0,27.77,90.98,7.41,173.01,coconut
23.0,22.0,31.0,26.62,97.46,7.04,178.33,coconut
16.0,20.0,24.0,25.55,48.62,5.1,136.4,mango
21.0,60.0,27.0,27.2,56.47,4.92,88.59,mothbeans
102.0,14.0,47.0,34.89,90.01,6.19,36.7,muskmelon
23.0,65.0,16.0,26.42,53.38,4.73,96.42,mothbeans
22.0,128.0,32.0,21.21,23.77,6.3,124.42,kidneybeans
10.0,134.0,201.0,23.83,90.56,6.18,105.77,apple
22.0,13.0,17.0,26.99,49.72,4.72,164.71,mango
47.0,87.0,74.0,20.94,14.08,6.58,95.66,chickpea
14.0,133.0,21.0,21.71,23.82,6.36,107.15,kidneybeans
21.0,87.0,15.0,22.15,61.71,5.71,40.69,lentil
16.0,41.0,19.0,31.17,86.16,7.14,191.83,mungbean
77.0,53.0,44.0,30.63,87.36,6.78,241.26,jute
78.0,44.0,52.0,24.45,82.18,6.83,215.53,jute
16.0,16.0,21.0,29.64,53.8,5.23,119.73,mango
50.0,62.0,48.0,35.27,95.66,7.21,126.65,papaya
25.0,17.0,20.0,30.12,55.4,6.52,91.49,mango
112.0,15.0,47.0,24.43,89.16,6.39,62.98,watermelon
50.0,75.0,80.0,19.92,18.62,6.97,99.04,chickpea
105.0,32.0,29.0,24.74,67.62,6.04,247.47,coffee
21.0,102.0,30.0,15.0,69.54,7.13,70.68,lentil
105.0,88.0,53.0,25.12,80.62,5.35,162.19,banana
18.0,105.0,27.0,21.75,21.97,5.62,117.73,kidneybeans
5.0,130.0,198.0,22.32,91.57,6.06,118.62,apple
17.0,18.0,12.0,11.4,91.82,7.21,112.76,orange
22.0,18.0,18.0,11.51,91.91,6.85,116.7,orange
6.0,142.0,200.0,21.07,92.47,5.63,129.56,apple
20.0,105.0,15.0,19.03,69.07,6.98,54.43,lentil
71.0,52.0,52.0,29.09,77.04,6.47,211.16,jute
21.0,51.0,26.0,27.65,85.03,6.8,181.8,mungbean
24.0,12.0,25.0,25.14,48.01,4.78,141.58,mango
110.0,15.0,54.0,34.39,90.8,6.24,33.95,muskmelon
31.0,45.0,28.0,31.38,91.43,6.88,167.71,mungbean
33.0,69.0,25.0,25.6,64.79,6.48,105.42,blackgram
122.0,45.0,19.0,25.2,82.12,6.16,60.78,cotton
22.0,25.0,28.0,28.73,95.14,5.75,138.41,coconut
16.0,48.0,23.0,28.05,89.49,7.28,177.12,mungbean
17.0,14.0,20.0,30.48,55.39,6.77,135.83,mango
68.0,31.0,30.0,27.88,63.56,6.27,117.96,maize
70.0,45.0,51.0,30.44,76.22,6.29,197.55,jute
16.0,108.0,30.0,19.01,23.19,5.65,106.3,kidneybeans
20.0,15.0,18.0,22.06,92.84,7.46,187.41,pomegranate
30.0,86.0,33.0,20.35,16.06,5.93,118.16,pigeonpeas
21.0,103.0,17.0,20.14,62.32,5.86,66.46,lentil
16.0,56.0,24.0,29.22,49.56,4.78,92.18,mothbeans
11.0,116.0,18.0,18.09,20.16,6.68,128.31,kidneybeans
30.0,139.0,23.0,20.91,20.07,6.51,140.27,kidneybeans
39.0,71.0,32.0,29.24,63.43,5.69,123.61,blackgram
48.0,58.0,24.0,28.85,70.38,5.96,165.18,blackgram
18.0,113.0,24.0,21.05,18.76,5.79,147.57,kidneybeans
26.0,82.0,33.0,20.51,16.24,5.7,162.59,pigeonpeas
22.0,18.0,30.0,25.69,92.93,6.48,82.87,coconut
15.0,18.0,19.0,28.64,47.74,4.94,170.07,mango
28.0,40.0,25.0,29.33,85.1,6.31,109.09,mungbean
24.0,18.0,18.0,13.76,81.22,5.76,82.15,grapes
33.0,59.0,34.0,29.55,72.02,5.99,125.22,blackgram
82.0,42.0,41.0,30.7,79.79,7.22,181.29,jute
65.0,58.0,56.0,24.15,85.91,6.1,158.21,rice
23.0,94.0,18.0,26.55,20.01,6.88,154.13,pigeonpeas
63.0,54.0,59.0,28.3,79.97,6.28,213.38,jute
108.0,9.0,47.0,25.48,91.74,6.4,57.97,watermelon
31.0,71.0,16.0,26.94,68.13,5.37,155.97,blackgram
16.0,16.0,21.0,8.72,81.68,7.01,70.89,grapes
17.0,65.0,27.0,26.25,47.7,3.7,56.02,mothbeans
67.0,45.0,43.0,27.32,83.62,6.37,244.84,rice
25.0,76.0,24.0,24.52,19.96,5.46,132.43,pigeonpeas
101.0,26.0,30.0,25.76,58.17,6.03,221.94,coffee
121.0,53.0,18.0,25.85,84.06,7.47,118.88,cotton
111.0,32.0,25.0,26.15,61.55,6.46,231.84,coffee
35.0,71.0,31.0,22.34,19.85,5.84,146.27,pigeonpeas
38.0,83.0,85.0,15.72,19.46,5.91,85.7,chickpea
87.0,40.0,36.0,23.65,68.78,7.25,113.63,maize
19.0,22.0,28.0,26.25,92.83,7.22,136.78,coconut
86.0,38.0,59.0,25.9,85.54,6.42,212.94,rice
30.0,50.0,20.0,30.68,90.67,7.07,104.7,mungbean
23.0,47.0,15.0,24.82,51.1,6.77,81.87,mothbeans
19.0,60.0,16.0,24.39,50.86,4.74,65.78,mothbeans
22.0,96.0,21.0,16.36,68.88,6.44,69.52,lentil
41.0,73.0,17.0,30.58,63.15,5.99,123.75,blackgram
84.0,31.0,48.0,21.36,80.65,6.92,294.84,rice
96.0,71.0,49.0,28.4,72.86,6.69,171.8,banana
9.0,136.0,197.0,23.57,94.55,6.17,108.41,apple
107.0,29.0,34.0,25.46,62.68,6.42,228.93,coffee
21.0,19.0,17.0,12.67,95.55,7.34,102.94,orange
38.0,59.0,16.0,28.73,74.84,5.42,103.5,blackgram
24.0,54.0,23.0,24.06,51.23,6.01,72.13,mothbeans
17.0,90.0,22.0,20.05,17.23,5.47,165.51,pigeonpeas
24.0,14.0,24.0,27.59,56.79,6.9,119.62,mango
4.0,126.0,200.0,21.51,93.65,5.86,110.27,apple
50.0,57.0,50.0,36.9,90.15,6.76,140.36,papaya
14.0,127.0,205.0,23.25,93.16,5.97,104.83,apple
99.0,17.0,48.0,25.13,93.43,6.94,42.94,muskmelon
35.0,72.0,22.0,31.78,74.7,5.67,103.07,blackgram
16.0,109.0,23.0,18.96,22.03,6.74,133.65,kidneybeans
80.0,56.0,50.0,21.3,80.71,6.46,153.98,rice
18.0,61.0,28.0,26.31,56.52,3.67,57.5,mothbeans
103.0,9.0,50.0,26.08,88.72,6.95,54.57,watermelon
20.0,22.0,37.0,27.69,97.01,5.37,136.72,coconut
21.0,19.0,21.0,18.66,82.73,6.76,83.71,grapes
22.0,61.0,21.0,30.37,52.95,6.6,70.55,mothbeans
32.0,69.0,32.0,26.06,60.31,5.56,104.24,blackgram
38.0,65.0,23.0,26.91,60.78,6.71,132.72,blackgram
21.0,21.0,14.0,14.37,95.97,6.75,109.24,orange
18.0,22.0,21.0,14.11,82.7,5.9,73.61,grapes
21.0,42.0,23.0,25.4,83.11,6.49,146.44,mungbean
26.0,20.0,30.0,27.33,94.51,8.0,155.52,coconut
30.0,77.0,84.0,15.73,18.98,7.17,59.51,chickpea
57.0,56.0,45.0,34.85,95.28,6.77,169.1,papaya
15.0,142.0,195.0,22.51,93.49,6.31,120.0,apple
74.0,58.0,40.0,24.15,87.03,6.05,295.77,rice
25.0,77.0,17.0,26.67,14.48,5.6,123.85,pigeonpeas
97.0,43.0,59.0,27.71,88.53,5.94,207.76,rice
71.0,60.0,54.0,27.59,70.24,6.78,248.39,jute
110.0,50.0,16.0,24.99,81.68,6.48,62.99,cotton
10.0,118.0,20.0,18.2,22.35,5.67,130.42,kidneybeans
17.0,19.0,18.0,10.0,91.58,6.28,114.34,orange
20.0,40.0,26.0,25.23,87.95,6.9,196.88,mungbean
18.0,25.0,23.0,17.24,82.59,5.83,84.57,grapes
15.0,19.0,23.0,8.35,83.38,7.36,69.74,grapes
27.0,105.0,30.0,20.13,19.73,6.24,115.0,kidneybeans
23.0,20.0,35.0,29.76,90.9,7.5,148.0,coconut
17.0,18.0,19.0,24.75,51.84,4.73,101.6,mango
104.0,32.0,29.0,24.75,61.47,6.74,200.14,coffee
110.0,31.0,44.0,27.84,59.78,5.78,62.14,maize
24.0,63.0,17.0,30.01,52.68,4.46,73.72,mothbeans
23.0,22.0,15.0,20.57,89.97,7.32,117.46,pomegranate
17.0,21.0,16.0,11.75,94.76,6.26,106.23,orange
67.0,49.0,46.0,18.89,63.35,7.26,144.47,maize
19.0,20.0,25.0,24.92,54.26,4.63,92.72,mango
110.0,48.0,23.0,25.26,77.52,6.41,116.95,cotton
25.0,78.0,32.0,21.02,18.05,5.12,105.69,pigeonpeas
24.0,19.0,34.0,26.52,94.94,5.83,81.37,coconut
111.0,34.0,35.0,27.49,59.76,6.96,231.24,coffee
19.0,92.0,34.0,22.77,62.85,7.19,49.46,lentil
15.0,133.0,34.0,18.38,20.7,6.01,143.53,kidneybeans
106.0,34.0,32.0,25.76,66.32,6.04,152.71,coffee
20.0,20.0,17.0,29.76,53.14,6.2,121.61,mango
22.0,21.0,16.0,9.58,80.36,6.99,79.24,grapes
102.0,10.0,46.0,28.44,89.7,6.97,63.2,watermelon
70.0,52.0,56.0,26.64,83.97,6.5,180.75,rice
104.0,32.0,33.0,27.49,56.02,6.3,182.02,coffee
108.0,9.0,47.0,26.03,82.78,6.19,67.34,watermelon
16.0,58.0,29.0,25.54,87.32,6.59,139.28,mungbean
101.0,25.0,31.0,23.57,64.89,6.93,246.92,coffee
86.0,44.0,35.0,27.96,74.5,6.8,69.95,maize
48.0,65.0,18.0,31.37,71.36,6.83,153.19,blackgram
26.0,55.0,17.0,26.6,90.82,6.23,175.27,mungbean
20.0,79.0,17.0,21.03,16.38,5.18,172.87,pigeonpeas
30.0,81.0,23.0,26.54,16.01,5.24,146.76,pigeonpeas
70.0,46.0,36.0,22.55,55.23,5.64,89.25,maize
56.0,71.0,99.0,16.41,15.62,5.81,94.7,chickpea
18.0,18.0,17.0,10.81,90.52,6.4,112.14,orange
72.0,57.0,40.0,28.16,74.34,7.12,154.31,jute
34.0,69.0,23.0,27.33,67.04,5.92,107.55,blackgram
62.0,60.0,58.0,26.91,85.49,7.13,240.13,jute
114.0,30.0,29.0,27.2,56.31,6.42,187.57,coffee
56.0,58.0,52.0,33.38,96.65,6.75,125.45,papaya
40.0,63.0,29.0,27.37,74.42,6.5,160.56,blackgram
20.0,21.0,8.0,13.56,95.7,6.17,111.4,orange
96.0,16.0,45.0,32.01,85.23,6.86,25.52,muskmelon
22.0,90.0,20.0,17.63,65.04,6.99,52.64,lentil
97.0,54.0,49.0,26.97,88.04,5.78,283.88,rice
103.0,28.0,31.0,24.51,64.56,6.37,236.08,coffee
26.0,113.0,19.0,18.34,20.8,6.22,142.05,kidneybeans
32.0,71.0,34.0,22.64,16.71,5.12,138.89,pigeonpeas
114.0,50.0,21.0,26.68,83.9,5.81,76.93,cotton
90.0,60.0,57.0,30.08,77.73,7.13,245.67,jute
107.0,71.0,60.0,30.31,81.53,5.11,159.69,banana
31.0,57.0,21.0,25.63,86.38,6.5,129.12,mungbean
126.0,47.0,23.0,25.23,78.39,7.45,107.1,cotton
15.0,130.0,201.0,23.65,94.55,6.94,123.2,apple
22.0,46.0,20.0,30.61,54.01,5.11,52.76,mothbeans
60.0,30.0,43.0,24.07,65.93,5.96,89.09,maize
114.0,12.0,53.0,29.65,90.77,6.21,54.88,watermelon
19.0,11.0,15.0,29.56,51.38,5.88,140.19,mango
25.0,19.0,14.0,10.81,97.84,7.06,115.07,orange
101.0,25.0,33.0,25.59,65.28,6.91,204.12,coffee
18.0,134.0,198.0,22.77,90.71,5.89,116.39,apple
112.0,17.0,55.0,26.38,91.91,6.16,47.61,watermelon
24.0,19.0,23.0,28.51,48.2,5.83,122.11,mango
20.0,22.0,33.0,28.76,94.12,5.26,166.92,coconut
35.0,41.0,25.0,28.1,91.49,6.52,153.21,mungbean
28.0,119.0,17.0,19.55,22.82,6.85,110.17,kidneybeans
26.0,51.0,25.0,26.63,90.64,6.6,169.41,mungbean
102.0,33.0,29.0,26.42,64.04,6.98,243.78,coffee
20.0,18.0,37.0,25.86,97.38,6.57,164.45,coconut
22.0,88.0,25.0,22.93,16.86,6.19,146.05,pigeonpeas
86.0,55.0,59.0,26.77,88.02,6.49,223.28,jute
17.0,103.0,29.0,21.35,69.1,5.54,55.07,lentil
34.0,65.0,30.0,30.16,67.49,5.76,173.03,blackgram
19.0,23.0,15.0,19.01,88.3,6.16,190.82,pomegranate
105.0,45.0,24.0,25.13,84.4,6.35,78.87,cotton
87.0,85.0,46.0,31.69,73.93,6.77,180.95,banana
104.0,32.0,27.0,26.4,60.91,6.8,153.68,coffee
19.0,104.0,21.0,22.16,61.35,6.08,36.51,lentil
73.0,55.0,43.0,25.3,73.26,7.34,157.6,jute
25.0,23.0,32.0,25.84,90.74,6.73,197.26,coconut
92.0,85.0,63.0,27.89,76.24,6.41,194.28,banana
104.0,49.0,47.0,26.1,68.1,6.6,58.7,maize
20.0,12.0,22.0,28.52,47.77,4.91,124.92,mango
29.0,56.0,23.0,30.19,88.62,6.66,180.89,mungbean
125.0,41.0,20.0,24.46,75.67,6.91,89.97,cotton
113.0,32.0,35.0,24.51,68.18,6.6,195.31,coffee
27.0,54.0,20.0,24.87,55.76,6.24,58.41,mothbeans
20.0,19.0,25.0,12.69,83.89,7.21,73.71,grapes
111.0,55.0,20.0,29.66,80.05,6.84,86.95,cotton
25.0,25.0,23.0,13.09,80.36,6.64,76.17,grapes
107.0,10.0,53.0,26.96,94.32,6.25,45.69,muskmelon
83.0,38.0,53.0,21.5,83.24,6.14,226.14,rice
85.0,56.0,41.0,26.92,89.11,6.59,202.62,jute
52.0,56.0,47.0,37.52,88.19,6.97,171.56,papaya
98.0,48.0,49.0,25.87,61.31,6.88,93.76,maize
67.0,32.0,52.0,24.6,88.42,5.71,269.29,rice
17.0,16.0,21.0,18.57,95.54,5.54,124.94,pomegranate
21.0,25.0,18.0,22.22,90.23,6.02,151.19,pomegranate
107.0,80.0,57.0,29.96,80.33,5.24,181.01,banana
21.0,107.0,21.0,20.66,23.79,5.58,144.52,kidneybeans
16.0,71.0,26.0,24.52,14.36,6.89,167.37,pigeonpeas
18.0,16.0,23.0,31.49,55.03,5.57,147.14,mango
104.0,11.0,46.0,29.09,85.53,6.55,30.76,muskmelon
111.0,17.0,49.0,28.65,93.02,6.53,43.96,muskmelon
29.0,85.0,69.0,18.22,20.78,6.74,54.77,chickpea
37.0,65.0,21.0,25.13,63.21,5.26,151.23,blackgram
9.0,130.0,198.0,22.02,94.8,6.7,113.76,apple
124.0,51.0,18.0,23.43,83.58,6.49,71.74,cotton
25.0,13.0,16.0,28.36,55.58,6.2,116.65,mango
97.0,14.0,50.0,27.16,91.27,6.03,63.2,watermelon
88.0,53.0,43.0,27.49,83.1,7.05,236.31,jute
11.0,120.0,34.0,18.42,22.59,6.11,132.76,kidneybeans
16.0,126.0,197.0,22.19,91.15,6.01,129.95,apple
13.0,95.0,26.0,20.38,65.65,7.4,70.6,lentil
126.0,50.0,19.0,26.5,84.05,7.19,83.89,cotton
114.0,18.0,45.0,24.9,86.24,6.19,50.92,watermelon
